,lemma,language,headline,definition,detail,href
806,مستوطنة,ajp,Noun,settlement,,/wiki/%D9%85%D8%B3%D8%AA%D9%88%D8%B7%D9%86%D8%A9
807,مستوطنة,ajp,Noun,colony,,/wiki/%D9%85%D8%B3%D8%AA%D9%88%D8%B7%D9%86%D8%A9
808,مسجل,ajp,Noun,tape recorder,,/wiki/%D9%85%D8%B3%D8%AC%D9%84
809,مسجل,ajp,Noun,cash register,"صندوق مسجل
ṣandūʔ musajjel
cash register",/wiki/%D9%85%D8%B3%D8%AC%D9%84
810,مسكّر,ajp,Adjective,(of an establishment) closed,"كنت بدّى أروح على قهوة، بس كانت مسكّرة.
kunt biddi ʔarūḥ ʕala ʔahwe, bas kānat msakkra
I was going to go to a cafe, but it was closed.",
811,مسكّر,ajp,Adjective,(of an object) closed,"لازم تخلّي علبة الحمّص مسكّرة بلاش تخرب.
lāzem tḵalli ʕolbet il-ḥummos msakkara balāš tiḵrab
You have to keep the hummus tin closed lest it go bad.",
812,مسكّر,ajp,Adjective,(by extension) locked,,
813,مش,ajp,Particle,not (used to negate a nominal phrase),"أنا مش فلسطيني.
ʔana miš falasṭīni
I'm not Palestinian.",/wiki/%D9%85%D8%B4
814,مشترك,ajp,Noun,"participant, subscriber",,/wiki/%D9%85%D8%B4%D8%AA%D8%B1%D9%83
815,مشترك,ajp,Adjective,"shared, common","لازم نحترم بعض ونتطلّع عالأشيا الحلوة المشتركة.
lāzem niḥtarem baʕḍ w-nitṭallaʕ ʕal-ʔašya l-ḥilwe l-muštarke.
We must respect each other and focus on the positive things we share.
We must respect each other and look at the nice shared things.",/wiki/%D9%85%D8%B4%D8%AA%D8%B1%D9%83
816,مشمش,ajp,Noun,(uncountable) apricots,"حبة مشمش / مشمشة
ḥabbet mišmiš / mišmiše
an apricot",/wiki/%D9%85%D8%B4%D9%85%D8%B4
817,مشمّس,ajp,Adjective,sunny,"الدنيا مشمسة.
id-dinya mšammse
It's sunny.",
818,مشوّب,ajp,Adjective,(of the weather) hot,"الطقس مشوّب.
iṭ-ṭaʔs mšawweb
The weather is hot.",
819,مصاري,ajp,Noun,money,"ما معه مصاري يشتري سيّارة.
ma maʕo maṣāri yištri sayyāra
He doesn't have money to buy a car.
رجّعله مصريّاته.
rajjeʕ-lo maṣriyyāto
Give him back his money.",/wiki/%D9%85%D8%B5%D8%A7%D8%B1%D9%8A
820,مطار,ajp,Noun,airport,,/wiki/%D9%85%D8%B7%D8%A7%D8%B1
821,معتبر,ajp,Adjective,"respected, highly regarded","جوز أختي زلمة معتبر كتير.
jōz ʔoḵti zalame miʕtber ktīr
My sister's husband is a very highly regarded man.",/wiki/%D9%85%D8%B9%D8%AA%D8%A8%D8%B1
822,معين,ajp,Adjective,"certain, specific, particular","فيه شغلات معيّنة ما كنتش تحبّها؟
fī šaḡlāt muʕayyane mā kunt-š tḥebbha
Are there any specific things you weren't liking?",/wiki/%D9%85%D8%B9%D9%8A%D9%86
823,مغرب,ajp,Noun,sunset,"صلاة المغرب
ṣalāt il-maḡreb
the evening prayer",/wiki/%D9%85%D8%BA%D8%B1%D8%A8
824,مغيّم,ajp,Adjective,"cloudy, overcast","السما مغيمة.
is-sama mḡayyme
The sky is cloudy.",
825,ملفوف,ajp,Noun,(uncountable) cabbage,"راس ملفوف / ملفوفة
rās malfūf / malfūfe
a head of cabbage",/wiki/%D9%85%D9%84%D9%81%D9%88%D9%81
826,ملفوف,ajp,Adjective,"wrapped, wound, coiled",,/wiki/%D9%85%D9%84%D9%81%D9%88%D9%81
827,ممكن,ajp,Adjective,possible,,/wiki/%D9%85%D9%85%D9%83%D9%86
828,ممكن,ajp,Adjective,(by extension) -able,"هادا ممكن نقله
hāda mumken naʔlo
It's portable.
Its movement is possible.",/wiki/%D9%85%D9%85%D9%83%D9%86
829,ممكن,ajp,Adverb,"can, may","ممكن آجي بكرة؟
mumken ʔāji bukra
Can I come tomorrow?",/wiki/%D9%85%D9%85%D9%83%D9%86
830,ممنوع,ajp,Adjective,"forbidden, prohibited","ممنوع حد يوكل أيّ إشي إلّا بعد ما يغسّل إيديه منيح.
mamnūʕ ḥad yōkel ʔayy ʔiši ʔilla baʕd mā yḡassel ʔīdēh mnīḥ
Nobody is allowed to eat anything until they've washed their hands well.
It is forbidden for someone to eat anything except after he washes his hands well.",/wiki/%D9%85%D9%85%D9%86%D9%88%D8%B9
831,ممّا,ajp,Conjunction,than (with comparatives),"أكتر ممّا فكّرو
ʔaktar mimma fakkaru
more than they thought",
832,منطقة,ajp,Noun,"area, region",,/wiki/%D9%85%D9%86%D8%B7%D9%82%D8%A9
833,منع,ajp,Verb,to forbid,,/wiki/%D9%85%D9%86%D8%B9
834,منع,ajp,Verb,to prevent,"خبّرت صاحباتها يغسّلو إيديهم منيح عشان نمنع انتشار العدوى.
ḵabbarat ṣāḥebātha yḡasselu ʔīdēhom mnīḥ ʕašān nimnaʕ intišār il-ʕadwa
She told her friends to wash their hands well in order to prevent the spread of the infection.",/wiki/%D9%85%D9%86%D8%B9
835,مي,ajp,Noun,water,"كاسة مي
kāset mayy
a glass of water",/wiki/%D9%85%D9%8A
836,ميدان,ajp,Noun,"square, plaza",,/wiki/%D9%85%D9%8A%D8%AF%D8%A7%D9%86
837,ميدان,ajp,Noun,"(formal) square, plaza",,/wiki/%D9%85%D9%8A%D8%AF%D8%A7%D9%86
838,ميدان,ajp,Noun,"field, sphere, arena (abstract sense)",,/wiki/%D9%85%D9%8A%D8%AF%D8%A7%D9%86
839,مَدَاس,ajp,Noun,(archaic) shoe,"استنى علي شوي تألبس المداس.
istanna ʕalayy šwayy ta-ʔalbis il-madās.",
840,نادي,ajp,Noun,"club, gym","كلّ قديش بتروح عالنادي؟
kull ʔaddēš bitrūḥ ʕan-nādi?
How often do you go to the gym?",/wiki/%D9%86%D8%A7%D8%AF%D9%8A
841,ناصح,ajp,Adjective,"fat, plump, overweight","هي ناصحة شوي.
hiyye nāṣḥa šway
She's a bit plump.",/wiki/%D9%86%D8%A7%D8%B5%D8%AD
842,نام,ajp,Verb,to sleep,"بنام شوي بعد الغدا.
banām šway baʕd il-ḡada.
I sleep a little bit after lunch.",/wiki/%D9%86%D8%A7%D9%85
843,نام,ajp,Verb,to lie down (+ على‎),"نام عالكنبة وارتاح.
nām ʕal-kanabe w-irtāḥ.
Lie down on the couch and relax.",/wiki/%D9%86%D8%A7%D9%85
844,ناوي,ajp,Adjective,intending,"أنا ناوي أروح عالبحر اليوم.
ʔana nāwi ʔarūḥ ʕal-baḥr il-yōm
I'm intending to go to the sea today.",/wiki/%D9%86%D8%A7%D9%88%D9%8A
845,ناوي,ajp,Adjective,willing,"هو ناوي يساعدني، بس على شرط إنّي أساعده كمان.
huwwe nāwi ysāʕidni bas ʕala šarṭ ʔinni ʔasāʕido kamān
He's willing to help me, but on the condition that I help him too.",/wiki/%D9%86%D8%A7%D9%88%D9%8A
846,نتفة,ajp,Noun,"a little bit, a small amount","الأكل بدّه نتفة ملح.
il-ʔakl biddo nitfet mileḥ
The food needs a pinch of salt.",/wiki/%D9%86%D8%AA%D9%81%D8%A9
847,نحل,ajp,Noun,bees,"طرد نحل
ṭard naḥl
a swarm of bees",/wiki/%D9%86%D8%AD%D9%84
848,نزل,ajp,Verb,"to go down, to come down","شفتها نازلة من عنده.
šuftha nāzle min ʕendo.
I saw her coming down from his place.
كل شهر بنزل على يافا.
kull šahr banzal ʕala yāfa.
Every month I go down to Jaffa.",/wiki/%D9%86%D8%B2%D9%84
849,نزل,ajp,Verb,"(by extension) to get off, to disembark","نزلت من الباص.
nzilt min il-bāṣ.
I got off the bus.",/wiki/%D9%86%D8%B2%D9%84
850,نزل,ajp,Verb,"(by extension) to flow, to drip, to leak","دمّه نازل.
dammo nāzel.
He's bleeding.
His blood is flowing.
الميّ نازلة من الحنفية.
il-mayy nāzle min il-ḥanafiyye.
The water is leaking from the faucet.",/wiki/%D9%86%D8%B2%D9%84
851,نزل,ajp,Verb,(by extension) to stay (in some accommodation),"فيه مكان تنزل فيه في رام الله؟
fī makān tinzal fī fi ramallah?.
Is there a place for you to stay in Ramallah?",/wiki/%D9%86%D8%B2%D9%84
852,نزّل,ajp,Verb,"(transitive) to lower, to bring down",,
853,نزّل,ajp,Verb,(computing) to download,,
854,نسي,ajp,Verb,to forget,"ما تنسي تحطّي اسمي عالمشروع، آه؟
mā tinsi tḥoṭṭi ismi ʕal-mašrūʕ, ʔāh
Don't forget to write my name on the project, yeah?
كنت ناسي بشكل عام انّك بتنبسط لهالدرجة هون.
kunt nāsi bi-šikl ʕām innak btinbisiṭ la-hād-daraje hōn
I had forgotten in general that you enjoy yourself so much (lit. to this degree) here.",/wiki/%D9%86%D8%B3%D9%8A
855,نصّ,ajp,Noun,half,,
856,نصّ,ajp,Noun,middle,"نصّ الليل
noṣṣ il-lēl
midnight",
857,نضّارات,ajp,Noun,(uncountable) glasses,"جوز نضّارات
jōz naḍḍārāt
a pair of glasses
نضّارات شمسيّة
naḍḍārāt šamsiyye
sunglasses",
858,نفس,ajp,Noun,"soul, spirit, psyche, mind",,/wiki/%D9%86%D9%81%D8%B3
859,نفس,ajp,Noun,"desire, appetite",,/wiki/%D9%86%D9%81%D8%B3
860,نفس,ajp,Pronoun,"(with personal suffix) -self, -selves (reflexive pronoun)","أقنعت نفسي.
ʔaqnaʕt nafsi
I convinced myself.
المشية ممكن تسمعوها بأكتر من اسم، بس إحنا تركيزنا عالحركة نفسها.
il-mašye mumken tismaʕūha bi-ʔaktar min ism, bas ʔeḥna tarkīzna ʕal-ḥarake nafsha
You can hear ""il-Mashye"" go by more than one name, but our focus is on the move itself.",/wiki/%D9%86%D9%81%D8%B3
861,نفس,ajp,Preposition,same,"هادا نفس الشي.
hāda nafs iš-šī
That's the same thing.",/wiki/%D9%86%D9%81%D8%B3
862,نفس,ajp,Noun,"breathing, breath",,/wiki/%D9%86%D9%81%D8%B3
863,نفس,ajp,Noun,"nargileh, hookah, water pipe",,/wiki/%D9%86%D9%81%D8%B3
864,نفع,ajp,Verb,"to be beneficial, to be useful",,/wiki/%D9%86%D9%81%D8%B9
865,نفع,ajp,Verb,"to be suitable, to be fitting",,/wiki/%D9%86%D9%81%D8%B9
866,نفع,ajp,Verb,"(by extension) can, may","عندك فكرة وين في رام الله بنفع أنام، أنا وتنين صحابي؟
ʕindak fikra wēn fi rām allah binfaʕ ʔanām, ʔana w-tnēn ṣḥābi
Do you have any idea where in Ramallah I can sleep, me and my two friends?
بتوقّع بنفع نلتقي السبت بكل الأحوال.
batwaʔʔaʕ binfaʕ niltʔi is-sabt bi-kul il-ʔaḥwāl
I expect we can meet on Saturday in any case.",/wiki/%D9%86%D9%81%D8%B9
867,نفّس,ajp,Verb,"to breathe out, to exhale",,
868,نفّس,ajp,Verb,(intransitive) to deflate,,
869,نقل,ajp,Verb,"(transitive) to move, to pass on, to transfer","لازم نلبس الكمّامة عشان ما ننقل العدوى اللي حوالينا.
lāzem nilbis il-kammāme ʕašān ma nonʔol il-ʕadwa illi ḥawālēna
We should wear the mask so as not to pass on the infection that is around us.",/wiki/%D9%86%D9%82%D9%84
870,نقل,ajp,Verb,(intransitive) to move one's residence,,/wiki/%D9%86%D9%82%D9%84
871,نهار,ajp,Noun,"day, daytime",,/wiki/%D9%86%D9%87%D8%A7%D8%B1
872,نهر,ajp,Noun,river,"نهر الأردن
nahr il-ʔurdon
River Jordan",/wiki/%D9%86%D9%87%D8%B1
873,نور,ajp,Noun,(formal) light (mainly used in greeting),"صباح النور
ṣabāḥ in-nūr
good morning
morning of the light",/wiki/%D9%86%D9%88%D8%B1
874,نوم,ajp,Noun,"sleep, sleeping","غرفة النوم
ḡurfet in-nōm
bedroom",/wiki/%D9%86%D9%88%D9%85
875,نوّم,ajp,Verb,to make someone sleep,,
876,نوّم,ajp,Verb,to hypnotise,,
877,هـ,ajp,Determiner,,,
878,هـ,ajp,Determiner,"this, these (before a noun)","هالكتاب
hal-kitāb
this book
هالسيّارة
has-sayyāra
this car
هالولاد
hal-ūlād
these kids",
879,هويّة,ajp,Noun,identity,,
880,هويّة,ajp,Noun,(metonymically) identity card,"بطاقة الهويّة
biṭāqat il-hawiyye
identity card",
881,هي,ajp,Pronoun,she (third-person feminine singular subject pronoun),,/wiki/%D9%87%D9%8A
882,هيك,ajp,Adverb,"so, thus, like this, like that","مش هيك؟
miš hēk?
Isn't that so?
لازم تعمله هيك.
lāzem tiʕmelo hēk
You have to do it like this.",/wiki/%D9%87%D9%8A%D9%83
883,هيك,ajp,Adverb,"(by extension) this, that","هو أطول من هيك.
hū ʔaṭwal min hēk
He's taller than that.
ما قلتش هيك.
ma ʔult-š hēk
I didn't say that.
I didn't say so.",/wiki/%D9%87%D9%8A%D9%83
884,هيك,ajp,Determiner,"such, like this, like that","ما بحبّ أتعامل مع هيك ناس.
mā baḥebb ʔatʕāmal maʕ hēk nās
I don't like to interact with such people.
كان فيه تلاتة أربعة هيك شي.
kān fīh talāte ʔarbʕa hēk ši
There were about three or four.
There were three, four, something like that.",/wiki/%D9%87%D9%8A%D9%83
885,هيك هيك,ajp,Adverb,such-and-such,"قال هيك هيك.
qāl hēk hēk
He said such-and-such.",/wiki/%D9%87%D9%8A%D9%83_%D9%87%D9%8A%D9%83
886,هيك هيك,ajp,Adverb,anyway,"أعطيني مكتوبك، هيك هيك أنا رايح عالبوسطة.
ʔaʕṭīni maktūbak, hēk hēk ʔana rāyeḥ ʕal-bōsṭa
Give me your letter, I'm going to the post anyway.",/wiki/%D9%87%D9%8A%D9%83_%D9%87%D9%8A%D9%83
887,هيّ,ajp,Determiner,this here,"هيّ الكتاب اللي سألتني عنّه.
hayy li-ktāb illi saʔalt-ni ʕanno
This here is the book you asked me about.",
888,هيّ,ajp,Determiner,(by extension) used to stress the current nature of an action,"هيّني جاي من البنك.
hayy-ni jāy min il-bank
I'm coming right now from the bank.
هيّ فيه واحد طالع من ورا الشجرة.
hayy fīh wāḥad ṭāleʕ min wara š-šajara
There's someone coming out right now from behind the tree.",
889,و,ajp,Conjunction,and,,/wiki/%D9%88
890,و,ajp,Conjunction,"when, while","مبيّن إنّك مبسوط وإنتا بتعلّم.
mbayyen ʔinnak mabsūṭ w-inta bitʕallem
It's clear that you're happy when you're teaching.",/wiki/%D9%88
891,وادي,ajp,Noun,"valley, ravine, gully","وادي رمّ
wādi ramm
Wadi Rum (in Jordan)",/wiki/%D9%88%D8%A7%D8%AF%D9%8A
892,وجه,ajp,Noun,face,"بدّيش اشوف وجهك مرّة تانية.
biddīš ašūf wijhak marra tānye.
I don't want to see you (lit: your face) again.",/wiki/%D9%88%D8%AC%D9%87
893,وجه,ajp,Noun,"front, facade",,/wiki/%D9%88%D8%AC%D9%87
894,وجه,ajp,Noun,"aspect, side",,/wiki/%D9%88%D8%AC%D9%87
895,وجه,ajp,Noun,surface,,/wiki/%D9%88%D8%AC%D9%87
896,وجّه,ajp,Verb,"to aim, to direct",,
897,ورقة,ajp,Noun,leaf,,/wiki/%D9%88%D8%B1%D9%82%D8%A9
898,ورقة,ajp,Noun,"sheet of paper, piece of paper","ورقة شدّة
waraʔet šadde
a playing card",/wiki/%D9%88%D8%B1%D9%82%D8%A9
899,وسع,ajp,Verb,"to fit, to hold","الغرفة ما بتوسع كل الناس
il-ḡorfe mā btūsaʕ kull in-nās
the room won't fit everyone",/wiki/%D9%88%D8%B3%D8%B9
900,وسّع,ajp,Verb,"(transitive) to extend, to expand, to make space","بدّنا نوسّع الصالون
baddna nwasseʕ aṣ-ṣālōn
We want to extend the living room.",
901,وصل,ajp,Verb,"to join, to connect",,/wiki/%D9%88%D8%B5%D9%84
902,وصل,ajp,Verb,"to arrive, to reach",,/wiki/%D9%88%D8%B5%D9%84
903,وصّل,ajp,Verb,"(transitive) to take, to convey, to deliver","بابا، بصير توصّلني عند صاحبتي اليوم؟
bābā, biṣīr twaṣṣelni ʕind ṣāḥebti l-yōm
Dad, could you take me to my friend's place today?",
904,وصّى,ajp,Verb,to recommend (that someone to do something),"بوصّيك انّك تتوجّه للدكتور.
bawaṣṣīk ʔinnak titwajjah lad-doktōr.
I recommend that you go to the doctor.
I ask you that you direct yourself to the doctor.",
905,وصّى,ajp,Verb,to recommend (someone to another) (+ على‎),"وّصاهم علي للوضيفة.
waṣṣāhom ʕalay lil-waẓīfe.
He recommended me to them for the position.
He asked them for me for the position.",
906,وصّى,ajp,Verb,"to request, to order, to ask (someone to do something) (+ على‎)","وصّيت على طاولة؟
waṣṣēt ʕala ṭāwle?
Did you order a table?
آه، وصّيته على طاولة.
ʔā, waṣṣēto ʕala ṭāwle
Yes, I asked him for a table.",
907,وقع,ajp,Verb,"to fall, to fall down","وقع من شجرة و انكسرت ايده.
wiʔiʕ min šajara w-inkasarat ʔīdo
He fell from a tree and broke his hand (lit. his hand broke).",/wiki/%D9%88%D9%82%D8%B9
908,وقع,ajp,Verb,(intransitive) to drop,"وقع منّك الجزدان
wiʔiʕ minnak il-juzdān
You dropped your wallet (lit. the wallet fell from you).",/wiki/%D9%88%D9%82%D8%B9
909,وقف,ajp,Verb,"to stand, to be standing",,/wiki/%D9%88%D9%82%D9%81
910,وقف,ajp,Verb,(intransitive) to stop,,/wiki/%D9%88%D9%82%D9%81
911,وقّع,ajp,Verb,"to knock over, to drop (something)",,
912,وقّع,ajp,Verb,(formal) to sign,,
913,وقّف,ajp,Verb,"to stand, to be standing","وقّفت كتير استنّاك بالشارع.
waʔʔaft ktīr astannāk biš-šāreʕ.
I stood for a long time waiting for you in the street.
حكومة ايرلندا بتوقّف ضدّ نظام الاحتلال الإسرائيلي.
ḥukūmet irlanda bitwaʔʔef ḍidd niẓām il-ʔiḥtilāl il-ʔisraʔīli.
The Irish government stands in opposition to the Israeli occupation regime.
هيّني وقّفت عالدور.
hayyni waʔʔaft ʕad-dōr.
I just got in line.
I just stood at the turn.",
914,وقّف,ajp,Verb,"to stand up, to get up","اللي بدّه ييجي معي لازم يوقّف هلا.
illi biddo yīji maʕi lāzem ywaʔʔef halla.
Whoever wants to come with me should get up now.",
915,وقّف,ajp,Verb,to stand up for (+ مع‎),"كان مفروض توقّف معي.
kān mafrūḍ twaʔʔef maʕi.
You were supposed to stand up for me.",
916,وقّف,ajp,Verb,to stand up to (+ ل‎),"إذا كانو يتنمّروك، ليش ما وقّفتلهم؟
iza kānu yitnammarūk, lēš mā waʔʔaft-ilhom?
If they were bullying you, why didn't you stand up to them?",
917,وقّف,ajp,Verb,"(intransitive) to stop, to pause","ساعتي وقّفت.
sāʕti waʔʔafat.
My watch has stopped.
كان يحكي عادي، بس لمّا فاتت عالغرفة وقّف بسرعة.
kān yiḥki ʕādi, bas lamma fātat ʕal-ḡurfe waʔʔaf bsurʕa.
He was speaking normally, but when she came into the room he quickly stopped.",
918,وقّف,ajp,Verb,"(transitive) to stop, to put an end to","الشرطي وقّفني عشان ما كنت حاطط حزام الأمان.
iš-šurṭi waʔʔafni ʕašān mā kunt ḥāṭeṭ ḥizām il-ʔamān.
The policeman stopped me because I hadn't put my seatbelt on.
المدير وقّف التدخين بالمكتب.
il-mudīr waʔʔaf it-tadḵīn bil-maktab.
The manager put an end to smoking in the office.",
919,وقّف,ajp,Verb,,,
920,وقّف,ajp,Verb,(by extension) to lay off (from work),"الشركة رح توقّف ميّة عامل عن الشغل في مصنعها الرئيسي.
iš-širke raḥ twaʔʔef miyyet ʕāmel ʕan iš-šuḡl fi maṣnaʕha ir-raʔīsi.
The company will lay off one hundred workers at its main factory.",
921,وقّف,ajp,Verb,,,
922,وقّف,ajp,Verb,"(by extension) to arrest, to detain, to hold","وقّفوه لتحقيق.
waʔʔafūh la-taḥʔīʔ.
They held him for interrogation.",
923,وقّف,ajp,Verb,(by extension) to park (a vehicle),"وقّف السيّارة قدّام العمارة.
waʔʔaf is-sayyāra ʔuddām il-ʕamāra.
He parked the car in front of the building.",
924,وقّف بوجه,ajp,Verb,"(transitive) to stand up to, to go against, to confront","الشرطة بتهاجم مين ما وقّف بوجه النظام الراسمالي.
iš-šurṭa bithājem mīn mā waʔʔaf bi-wijh in-niẓām ir-rasmāli.
The police attacks anyone who goes against the capitalist system.",
925,وقّف في صفّ,ajp,Verb,"(transitive) to be on one's side, to support","إنتا كصاحبي لازم توقّف في صفّي ضدّه.
enta ka-ṣāḥbi lāzem twaʔʔef fi ṣaffi ḍiddo.
As my friend you need to stand on my side against him.",
926,ولا,ajp,Conjunction,nor,"ما بدي هادا ولا هادا.
mā biddi hāda wala hāda.
I neither want this nor that.",/wiki/%D9%88%D9%84%D8%A7
927,ولا,ajp,Adverb,not even,,/wiki/%D9%88%D9%84%D8%A7
928,ولد,ajp,Verb,to give birth,,/wiki/%D9%88%D9%84%D8%AF
929,ولد,ajp,Noun,"boy, kid, child","هاد ولد جديد بصفّي.
hād walad jdīd bi-ṣaffi
This is a new kid in my class.",/wiki/%D9%88%D9%84%D8%AF
930,ولد,ajp,Noun,son,,/wiki/%D9%88%D9%84%D8%AF
931,ولّا,ajp,Conjunction,or (mutually exclusive alternatives),"بدك هادا ولا هادا؟
biddak hāda willa hāda?
Do you want this or that?",
932,وين,ajp,Adverb,where?,"من وين بتيجي كلمة (أوضة)؟
min wēn btīji kilmet ʕōḍa?
Where does the word ʕōḍa come from?
وينك؟ ليش ما عمّ بتبيّن؟
wēnak? lēš mā ʕamm bitbayyen
Where are you? Why haven't you been showing up?",/wiki/%D9%88%D9%8A%D9%86
933,يا,ajp,Particle,vocative particle,,/wiki/%D9%8A%D8%A7
934,يا,ajp,Conjunction,either ... or,"معيش وقت اليوم — يا بروح عالنادي يا بشوف صحابي.
maʕīš waʔt il-yōm — ya barūḥ ʕan-nādi ya bašūf ṣḥābi
I don't have time today — I either  go to the gym  or  see my friends.",/wiki/%D9%8A%D8%A7
935,يا ريت,ajp,Phrase,I wish,"يا ريتك هون.
ya rētak hōn
I wish you were here.
يا ريت إنجليزيتي زيّ العربي تبعك.
ya rēt ʔinglīziyyti zayy il-ʕarabi tabʕak
I wish my English (were) like your Arabic.",/wiki/%D9%8A%D8%A7_%D8%B1%D9%8A%D8%AA
936,يلّا,ajp,Interjection,"come on, hurry up",,
937,يلّا,ajp,Interjection,"let's, let's go","يلا نروح على بركة.
yaḷḷa nrūḥ ʕala birke
Let's go to a pool.",
938,يلّا,ajp,Interjection,"(by extension) bye-bye, bye","يلا باي
yaḷḷa ḅāy
bye-bye",
939,يمين,ajp,Noun,right (side or direction),"لف عإيدك اليمين!
liff ʕa-ʔīdak il-yamīn!
Turn right!
Turn on your right hand!",/wiki/%D9%8A%D9%85%D9%8A%D9%86
940,يّا,ajp,Particle,"Alternative spelling of ايا‎ (iyya-), especially after a vowel",,
